ID,questionTitle,topics,0
784,I'm losing my husband because my lack of sex drive,"Marriage,Intimacy","Iâm sorry to hear about your current situation. My heart goes out to you during this time.First of all, it is of vital importance that you discuss your symptoms with your doctor. Regardless of whether you are able to mend your relationship with your husband, you need to address the physical issues you are experiencing. More than likely heshe will be able to help you relieve some of these symptoms.Secondly, you must be upfront and honest with your husband. Intimacy is a large part of a relationship and it is unfair to your husband that you did not disclose how you were feeling. I think he would appreciate knowing that it was your medical problems causing the lack of sexual desire as opposed to the reason being him.If you explain to him that you are addressing your sexual issues with your doctor in order to enhance your relationship, he may be more willing to see that you are serious in wanting to mend the relationship. The conversation will be hard to explain to your doctor and your husband since it is of such a personal nature but it will be extremely beneficial. And please note that the reason for the feelings you were experiencing (or lack thereof), was not your fault.Best of luck to you and your husband!"
785,My husband works all the time and neglects his family.,"Marriage,Intimacy","I'm glad you're aware to expect more satisfaction from being part of a couple, than you currently describe yourself as having.Are you and your husband able to talk about any or all of what you've written here?His answers would be a starting point for knowing how he understands his share of your relationship and whether and how he would like making any changes.If the two of you feel too much tension in the relationship to bring up any of the topics you write about here, then ask yourself the reason for this.Very commonly, people are afraid to ask questions of their partner, even when feeling unhappy and that they'd like changes to the relationship.Often, people are fearful of harsh criticism by the partner and worry that by simply stating the reasons for feeling unhappy, will mean hearing judgments against them, spoken by the partner.It is always a good idea to utilize the services of a professional, credentialed and licensed therapist, if after trying to start a conversation on the topics you bring up here, does not go well or very far.For all of us, the emotions in our intimate relationships are deep and powerful. They are not easy to handle, especially under tension and frustration.Sending lots of good wishes for future happiness!"
787,What can i do if there is no trust in our relationship?,"Marriage,Intimacy","You say that the problems are with your ""past"", but my hunch is the problems are about his insecurity and his personal barriers to trust (unless you've recently revealed details of a sordid past?). You don't mention ever having hurt the trust in the relationship.Trust is the first stage in a relationship. Moving forward before they develop trust is a common mistake couples make, and now you two have involved children in a relationship that's missing a crucial element. But you didn't see this coming, did you? That's because only as we become emotionally intimate do our deeper fears and insecurities come to the surface.I give you credit for wanting it to work, and I believe you would benefit from the support of a therapist in working through the kinks related to trust. Good luck!"
788,Do I leave my cheating husband or share him with someone?,"Marriage,Intimacy"," I'm struggling in this moment with my own biases. I have biases that are about respect and every individual's need for and right to respect. Your husband lies, cheats and physically hurts you. He makes excuses and blames you for these behaviours and trains you to do the same. He demonstrates many controlling and abusive behaviours. And now, in an attempt to manipulate and silence you, he wants to have his cake and eat it too and suggests you should share him? There aren't many crumbs of this cake left for you, are there?So, my biases about respect don't make me want to rescue you or tell you what to do; I can't do that, and I don't think either of those things will help you. I'd like to ask you some questions though...Are you happy? Do you know what happy is? Do you know what respect is? Are your children safe? Are your children witnessing violence (because if they are, then they're not safe)? Do you have supports? Do your family and friends know what's happening in your life? Have you ever been to a women's shelter? Are you willing to sit down in an office with a professional who can help you think clearly? That's what I suggest. These are big decisions, you deserve some support. I wish you the best."
789,How do I get my wife to forgive me?,"Marriage,Intimacy","Hello. Being unable to trust your significant other certainly can cause one to feel unsettled. Has your spouse ever done anything questionable that would cause you to not trust her? If so, then it will take time and some work to gain the trust back. Couple's counseling would be of benefit. If not, then you may want to consider seeing a therapist on your own in order to better learn where your insecurities come from. There are several possible reasons why you may be feeling insecure but without knowing them, the issue is not likely to get resolved. In the meantime, I suggest that when you're feeling upset and are unable to trust what your wife saysdoes, think before you speak. Ask yourself if you have valid reasons to not trust her. Instead of arguing, try and communicate how you're feeling and let her know that resolving this trust issue will be a top priority for you so that you can focus on other aspects of your relationship. Hope it all works out for you both!"
791,"What does it mean when my wife says she loves me but isn't ""in love"" with me?","Marriage,Intimacy","Usually someone means by this that the person cares about you, feels warm and friendly, has an interest in helping you, believes you have positive qualities such as kindness, and are generally a likable person toward whom the person feels affection.Romantic love and intimate involve a deeply felt dynamic that is unique to the particular couple. The dynamic results from the shared identity of being part of that particular couple. Loving another person is a one way dynamic of one person toward another person.In love is appreciating and freely wanting to continue, contributing to the couple's shared dynamic.Good luck in understanding more about your happiness and satisfaction in the current relationship!"
792,Should my wife and I seek any kind of counseling if she is convinced our marriage is over and has turned romantic love into platonic love?,"Marriage,Intimacy","This must feel like your world is turned upside down, for your wife to declare her confusion, followed closely by resignation, followed closely by a new ""friend"". I get how upsetting this is.If I was your therapist, I'd want to explore this a good deal, because there are several possibilities concerning what might be happening. Be careful not to jump to conclusions.Sometimes people have been slowly ""falling out of love"" for a long time, and often this is due to some (perhaps unnamed) unmet need in the marriage. She may have been coming to this point over a period of time, and has only finally said so.It's also possible that your wife is going through some temporary crisis...she's changing and personally unhappy and blaming the marriage for it. Only she can help herself through this (she could get the help of a therapist, but it's not your place to tell her to do this).Or, it's possible she's met this new ""friend"" and her attachment to him has clouded her view, or clarified something for her. Right now, it's important that you respect your wife's decision to separate, if she's asking for that. We can't trap people in a marriage. If she needs separation, or distance, then it's respectful to give her that.That doesn't mean that you have to give up on the marriage right now. I would seek the support of a therapist who can help you sort out what YOU want; whether it's to move on with your life, or wait patiently for a period of time.I can't predict what will happen here. But you can find out what the best path for you is. I wish you the best."
793,How do I fix my marriage?,"Marriage,Intimacy","Do you both want to fix the marriage?The relationship belongs to both of you so that one working without the other cooperating in this work too, will have one person who does all the changing.This dynamic itself creates problems of its own.About your husband telling you he feels pushed out, did he do anything on his own to address his problem of feeling like this?All you state is that he blames you for creating a situation he didn't like.If he did nothing because he felt unsure what to do, anything which shows he understands he has as vital a part in the marriage as you, is ok.Because affairs create mistrust between two people, the two of you would also need to be very aware to regain each other's trust.Talking as much as possible so you both know what goes on in the life of the other, how you each are feeling, what matters to you, is helpful to grow a new foundation for your marriage's future."
794,My husband said he loves me but is not in love with me.,"Marriage,Intimacy","I get it. Your husband tells you that he's not in love with you, but oops, he's changed his mind and will tolerate you for a while longer? Excuse me? My Dear, it's okay if you expect more than that from a marriage. Maybe the question has shifted from whether he is happy in the marriage to whether you are happy in the marriage. You say you love this man, who makes you ""feel like nothing"". I say it might be time to sit down with an individual therapist and look objectively at your marriage and whether it's working for you."
795,How do I fall back in love with my wife?,"Marriage,Intimacy","First things first! Friendships that develop in times of struggle may be a great emotional support, but also become confusing there's sexual attraction. And entertaining a tough is only going to make it a stronger target. Careful with that friendship! You do not want to fill your marriage's void with another person. Even when you are in a friend zone and not having intimacy with this person, you may be developing a special bond, sharing interest and activities that may lead to a deeper connection. Ask yourself how you would feel if your spouse was having a friendshiplike that.Then try to refocus on your marriage. I suggest being transparent and talking to your wife about your feelings and concerns. Ask her what you could do to reconnect, make some suggestions and dedicate time to practice them. Make time in both of your schedules, make an effort to have lunch together, or to text during the day. Remember that a marriage is like a very good friendship with benefits, but sometimes the responsibility kills the fun.Â¿CÃ³mo puedo volver a enamorarme de mi esposa?Mi esposa trabaja tarde casi todos los dÃ­as, la amo con todo mi corazÃ³n, pero no siento la intimidad como antes. Ya no tenemos sexo, lo cual me molesta tremendamente. Me he acercado a una amistad del trabajo, lo cual no ayuda. Nada pasara, pero hay pensamientos al respecto.Primero lo primero! Las amistades que se desarrollan en momentos de crisis pueden ser un gran apoyo emocional, pero tambiÃ©n pueden convertirse en algo nebuloso cuando hay atracciÃ³n sexual. Entretener pensamientos al respecto solo lo va a hacer un reto mÃ¡s grande. Â¡Ten cuidado con esa amistad! No quieres llenar el vacÃ­o que deja tu matrimonio con esta nueva persona. Aunque no estÃ©s teniendo intimidad con esa persona, puedes estar creando una conexiÃ³n especial, compartiendo intereses en comÃºn y actividades que los unen mÃ¡s aun. PregÃºntate como te sentirÃ­as si tu esposa tuviera una amistad asÃ­.Intenta reenfocarte en tu matrimonio. Sugiero que seas transparente con tu esposa y le dejes saber tu preocupaciÃ³n y como te sientes con el distanciamiento. PregÃºntale que le gustarÃ­a hacer para reconectarse, sugiÃ©rele algunas ideas y dediquen tiempo a las mismas. Hagan tiempo en sus agendas para ustedes, hagan un esfuerzo para almorzar juntos, y comunicarse durante el dÃ­a, aunque sea con textos. Recuerda que el matrimonio es como una muy buena amistad con beneficios y muchas veces las responsabilidades matan la diversiÃ³n."
796,Should I be upset that my husband may have lied to me again?,"Marriage,Intimacy","Are you upset, is the more pertinent question.Everyone has their own tolerance for lies and their unique reasons for being married. Trust your own answers to the question you ask here.Also, think over the value of your marriage in your life and whether you are able to live with the unstable sense of trust that you have in your husband.Remember too, that if you are the only partner who is trying to make the marriage work, then your job is much harder than if your husband actively participated in making the marriage happier for the couple."
798,Should I get a divorce?,"Marriage,Intimacy","It may be helpful to have this emotionally impactful conversation in the context of couples therapy.Whether or not you should get a divorce is not the first question that comes to mind for me, but more along the lines of do you want to be together and what kind of relationship do you want to create?For some people, polyamorous relationships (those involving more than two people) are acceptable. This does not work for everyone, but if each of you agree that that is okay, it may work for you and your husband. If it is something that you are both open to, it is often beneficial to have more than one discussion about the details of what is acceptable for each of you.If you want to be devoted only to each other, what does that lifestyle look like for each of you? What can you start or stop doing right now to move your relationship in that direction?Neither of you can make the other partner change. That does not mean you cannot talk about what each of your goals are together and support each other in working toward those goals you have for yourselves.Sometime having discussions like these is easier when there is a structure andor someone in the room (like a therapist) who can help keep the conversation on topic and work on having each of you communicate in a way that expresses your wants, wishes, and desires in a way that is not blaming of your partner.If either of you wants a divorce, that could be part of the discussion. Divorce is not the only choice here, depending upon what each of you wants and is willing to accept, learn, and grow from as it relates to yourself and your partner."
800,What should I do about my husband's emotional affair with his ex-wife?,"Marriage,Intimacy","My answer is going to be super simplistic but I believe this may be what you need. Ask your husband if he wants to stay married to you. If he says yes, then it would be helpful to go to a marriage counselor and work this out with a professional. If he says no, then you can file for divorce. "
805,What should I do about my marriage and my wife's behavior?,"Marriage,Intimacy","Divorce is a serious, life altering decision.It is best to decide any serious matter through reflection and discussion.Start by knowing what you want from the marriage and why you are willing to move in or out of your own house because your wife tells you to do this.Each of you would benefit from more clarity of what you expect and would like from each other.Does your wife want a boyfriend in addition to the marriage to you?Is she willing to drop the male contact?Does she care how you feel about her contact with the other guy?You need answers and knowledge about the definition of your marriage.Since there are many areas to open, all of which are filled with emotion, including pain, if you're not able to make satisfactory progress then a licensed couples therapist may be useful to you and your partner."
810,What's the best way to handle my spouse's narcissism and bipolar disorder?,"Marriage,Intimacy,Addiction,Behavioral Change","The behaviors you describe are boundary violations. You can not change your spouse, but you can respond to his behaviors in ways that protect your boundaries and ensure your safety. This is very hard to do without support. Finding a therapist who understands the dynamics of abusive relationships may be helpful. If you are not ready to do this, I recommend the book ""Boundaries"" by Dr. Henry Cloud and Dr. John Townsend. It's a great resource for helping one recognize boundary violations and learning how to respond to them in ways that are constructive!"
811,My wife doesn't want to have sex.,"Marriage,Intimacy,Human Sexuality","Congrats on your upcoming baby!Its possible that the pregnancy is diminishing your wife's sex drive.From everything you describe about your wife, she sounds to not yet have become comfortable with having a wish for sex.The other side of the sex equation is you and your relative ease with having sex and whether it is for physical release or as an expression of love, some of each.Since you talk with each other honestly then start with a dialogue about what you each would like from sex with each other, from perspective of giving and receiving sex. Hopefully this will open up some new light on your respective feelings.Really, there is a lot to navigate in a conversation about physical and emotional intimacy. If these are not the types of discussions the two of you are used to having, a couples therapist is a good idea so you both become familiar and learn how to more easily articulate some of your respective deep feelings."
816,My husband only has sex with me once a month or less.,"Marriage,Intimacy,Human Sexuality","Have you said anything to your husband about the way you're feeling?Start with this.Sex is after all, a two person enterprise.If he would like to talk about the way you're feeling, great and wonderful. The two of you already are continuing to grow trust in your communication and relationship.If he doesn't want to talk about how you're feeling, then you're facing a different problemYour feelings are real and need to be handled.If you end up facing your feelings of frustration about your husband not wanting to have sex with you, on your own, then does your husband give you a truthful sounding reason as to why not?Ask what explains his disinterest in having sex with you.If he doesn't want to address this question, then you are a little further down the rung of trust and care about you.Depending on how satisfied you are with his answers, will guide you on how much dissatisfaction you can live with and why, longterm."
821,How do couples keep from being at risk for divorce?,"Marriage,Relationship Dissolution ","The Gottmans have been studying relationships in their &#34;love lab&#34; for over 4 decades and what they've found is pretty awesome. There are 4 things that, when added together and built up over time, predict divorce: criticism, defensiveness, contempt &amp; stonewalling. These behaviors lead towards emotional disengagement over time and will eat away at your positive feelings towards one another. The awesome news is that they've also identified antidotes; gentle start ups, taking responsibility, discussing your feelings and needs (not to be confused with what you need from your partner) and self soothing. No couple can ever truly eliminate sayingdoing the wrong thing, that's ok though because sustaining your marriage isn't about always getting it right, it's about knowinglearning how to repair when your get it wrong. To learn more, pick up a copy of Gottman's &#34;The 7 Principals For Making Marriage Work&#34; or seek out a Gottman trained couples therapist. "
822,Is my husband having a midlife crisis?,"Marriage,Relationship Dissolution ,Behavioral Change",It's hard to say that it is a midlife crisis stage.. could be... but so much more seems to be going on or have been going on to say with confidence that it is not much more. 
823,I'm not sure if I want to trust my husband again.,"Marriage,Relationship Dissolution ,Intimacy","I am glad he is seeing a counselor. That is something that most men struggle with doing at times. Time will tell if his actions are of good intentions. However remember that a person can only doto youwhat youallowthem to do in relationships. What part did you play? Did youdown play hisdisrespect at one time?Did you give up the power of your own voice? Did you lose yourself in the relationship and it became just one sided? Did you allow him to make you doubt yourself? In others words, if you do decide to give him another chance,what would you do different? Not saying that you are the blame or cause of the negative wordsAT ALL, but don't allow such disrespect from him oranyone else in the future. If you do decide to give it another try, go in witha voice, with the demand of respect, with your needs and wants expressed and expected.With an increase in your self worth and confidence, youwill knowwhat to doifhis actions are trueorifwith dishonest intentions.Seek counseling as well, if you need that additional support to find self."
824,How do I get over the man I had an affair with?,"Marriage,Relationships,Intimacy","If you will ""never be together"" and in order to maintain this affair you need to deceive both of your spouses it seems unlikely that maintaining the affair will bring anything but heartbreak for everyone involved. There is obviously something that you are getting from this that you are not getting in your marriage. Maybe this is a cue that there is work to do on your marriage to try to make it more fulfilling and if that is not possible, then maybe you want something else for your life. If you and your husband are willing, I would encourage you to do some therapy or counselling together. You may enjoy this article to learn a little more about some factors that lead to connection or disconnection and that predict separation and divorce."
825,I feel completely alone in my marriage.,"Marriage,Relationships,Intimacy","I'm sorry for how you're feeling in your marriage lately. Are you and your husband able to talk directly about your feelings? The way two people connect is usually by talking with each other to understand what each one cares about and thinks.Your current emotional suffering is the natural result of being married to someone who shows no interest in doing this.If your husband wants to start talking with you, then there is a chance the two of you can reconnect. If he doesn't want to participate in the relationship with you, then start to think if its possible and for how long, to get emotional support from friends and family who do care for you.Also a question for the future is to understand what the value of your marriage is to you besides having a connection to your husband."
833,Is it wrong that I'm married and I have a best friend that's like a sister to me?,"Marriage,Social Relationships,Intimacy","Although we all want (or wish) that our partner is also our best friend, in reality this doesn't always happen. There may be issues, of course and there are many things to consider there, such as ""why do we need"" another person to confide in, or are we actually attracted to this ""best friend"" but because we know we can't have them we put this thought behind etc. etc. Is this friend and old friend, an old flame or a new acquired friend; the latter is complicated and probably the most questionable, in my view. So, many things to think about and there is no one answer fits all."
834,How can I see my base doctor without my ID?,Military Issues ,"Do you have any other form of identification? The first place to stop would be the Visitorâs Center or whichever department issues passes. They are located outside of the gate so you do not need a military ID to enter. If you have another form of identification itâs possible that they can give you a pass in order to go and obtain a new military ID. If you do not, you could always ask someone else to sponsor you on (a friend, coworker, etc.) that have military access. Depending on the threat level, they may not need your ID as long as you are with someone that has access. Keep in mind that currently (61115) all military bases are on Bravo which unfortunately means you will need your own ID.Finally, if all else fails, call your doctor and explain your situation. Iâm sure they would be more than willing to discuss your options.Also, itâs important to make sure that you report your wallet being stolen if you havenât already. Security Forces on base can help you with this and to ensure your ID doesnât get into the wrong hands. Good luck!"
837,"I lied to my mom, then felt bad and told her the truth",Parenting,"Hey!  Sounds like the part of you that knows the RIGHT thing to do won here!  I am so proud of you for admitting that you lied to your Mom!  Sometimes lies come out of our mouths before we can even catch them because we are trying to say what the other person wants to hear.  I bet that, as you begin to show her that you are not going to lie any more, she will begin to gain trust in you again!  Be open with your feelings with you Mom - she is there to support you, guide you and love you!  Give her lots of hugs - and give yourself one too for being so brave!  Be Wise!"
838,How do I quit letting little things bother me and be the mom that my kids deserve?,Parenting,"Gratitude. Overly simplified, but that's the trick. When you can let in and celebrate the good stuff everything will start to find more balance. Our brains are fine tuned to focus on and highlight all the icky ugly stuff and file it away to try and avoid it in the future. We don't process the good stuff in the same way. It's left over from our ancestral days when we needed to survive the saber tooth tiger but it doesn't always work so well these days. Slowing down and being mindful of the little things, celebrating the tiniest details of what works...that's how you counter act that stuff. Check out my connectfulness.comblog you may find some more tidbits there that help you shift gears. "
840,How can I help my toddler with toilet training when he gags every time he sees his poop?,Parenting,"Your son is showing signs that he's just not ready to be toilet trained. You don't say how old he is, so I'm not sure whether the problem is deeper, but right his fears may reflect that right now he is simply be not ready to take that step. Pushing him at this point could worsen the problem, so I suggest pulling back the expectations, waiting a month or two, looking for more signs of readiness and trying again. In general, teaching children to use the toilet works best when ""mistakes"" are handled calmly and when parents pay close attention to cues that the child is responding positively."
841,How can I help my kids get along?,Parenting,"That is a good question. Unfortunately there is no generic answer with this one. Kids fight for different reasons - wanting attention, wanting respect, feeling jealous, wanting space and to be left alone, or a whole bunch of other reasons. Regardless of the underlying motivations for fighting, most conflicts result from misunderstandings and assumptions about the motivations of others and one of the best ways to start figuring out what is going on is to sit them down and have some conversations with them.These conversations should be centred on getting a better understanding of why they are angry with each other and really understanding them. It is important that they each know that you are committed to understanding their experience rather than simply sitting them down and lecturing them about what they are doing wrong. The more they are able to understand each other and feel understood the more likely they will be cooperative and considerate of each other.One exercise for doing this that can be very helpful is ""active listening"" where one person speaks and the other person reflects back what they heard the other person say and then checks for understanding. This is hard to do but it often illuminates where the misunderstandings and assumptions are. If this doesn't work it may be time to get a family therapist or counsellor involved who can help facilitate dialogue and resolve conflict."
842,Should I tell my kids that Santa is real after their dad told them he is not?,Parenting,"Well Boise, the cat's out of the bag now, isn't it? I love that you want to help your kids keep the magic of Christmas. They must want that too if they still believe in Santa into their teen years, which is unusual, I believe. I wonder if they had already figured it out anyway?But they know now, and your ex had the right to tell them if he felt it was best. So it's time to explain to them what a loving and magical thing it is that parents do, and Christmas can still be magical in so many ways. Really, who says they have to stop believing in Santa? Santa is very real as a spirit of surprise, generosity and love."
843,My child urinated in his mother's drink.,Parenting,"Well it's certainly unusual, and potentially could be cause for alarm. It's a passive aggressive act if done intentionally, so I would wonder if this child is trying to say something.I think without any context, however, or sense of whether there are other signs of disturbance, it's impossible to say what's going on. If there are other signs of distress or very unusual behaviours, you might bring the child to someone who can assess him properly."
844,Should I take my daughter to therapy?,Parenting,"I'm from Canada, so I don't know the laws in your state. It depends on that a good deal, perhaps.In my opinion, a child should never be forced into a situation where they feel unsafe, even if it is ""supervised"". If the child is old enough to make a strong statement about not wanting to see a parent, then this should be honoured.Unfortunately, the laws don't always uphold a parent's right to do what is best for their child. I recommend you see a lawyer, who will advise you about how to proceed without putting yourself at risk of breaching custody agreements.If you feel your daughter can benefit from therapy, that is a separate question. Or is she already in therapy? A family therapist will typically meet with you alone first, in order to determine if therapy is a wise move for your child. It isn't always appropriate."
846,I don't know what to do about my son's lying.,Parenting," You sound like a sensitive parent; I like that you talked to your son to see if anything is wrong. There is some key information here (I don't know your son's age, whether he spent any money, whether he put the card back, or how many times he's stolen), and my answer might be different depending on those details, but I'll give you my thoughts.I see it as every child's job to figure out the rules and find where their power is in the world. In order to accomplish that, many of them test limits. ""What can I get away with?"" is a question they have to find the answer to. If a child knows the rules, they're much more likely to not test limits (because they already know the limits). So, part of testing limits is experimenting with stealing and lying. Not all kids steal, but I would say pretty much every child lies at some point. It's a normal behaviour, and most of the time it's about small things that don't matter and we don't even find out.Stealing a debit card is a bit more serious, and I'm not surprised he lied about it. If you absolutely know that he took it, it's okay to tell him that you believe he did this thing and also lied about it. It's appropriate to give a consequence for this type of behaviour, so that the child doesn't do it again. The consequence should be as natural and logical as possible. The behaviour (stealing) was harmful to you, so doing you a favour with extra chores might be a good idea.It's funny, because as parents we try to tell our kids that lying is bad, but they know they'll get a consequence if they tell the truth so there are natural deterrents to being honest (we don't want people to know our mistakes). It's a dilemma. If you really want to focus on the lying part, you can tell him that you won't give him a consequence for the lying if he decides to come clean with the truth within one day. That gives him incentive to come to you with truth. It sometimes works with kids to give them a chance to come clean and then reward them for telling the truth.You can set your child up for success and train them to tolerate honesty. Put a cookie on the counter. Tell your child to take the cookie at some point in the day. Then ask them later if they took the cookie. You're making honesty fun. Kids love games.Basically, there's as much power in rewarding the positive behaviour as punishing the negative.If this is the first serious offence for your son, don't make a big deal of it; consequence him and see if he learns. If it's a pattern, that's different and you may want the input of a therapist."
847,My brother's ex-girlfriend doesn't want her son to see us anymore.,Parenting," I get that this is a loss for all of you; you have bonded with this child as a result of the significant time you have spent with him. He's a lucky boy to have had you all taking care of him. Certainly, it seems that his mother might not be making the best decision for her son; if you are willing to maintain the relationship, it would be good for him to still have that contact. In my book, the more people loving a child, the better.But, ultimately, she has the right to make these decisions. To oppose her won't likely do any good. You can focus on grieving this relationship and supporting your brother through his loss as well."
848,Our grandson wants to talk to his estranged mom.,Parenting,"This depends a lot on his age and the situation. The younger the child is, in general, the more I would see this as your decision, not his. A child of any age should be listened to carefully about these matters, but just because a child has unresolved issues about a parent doesn't necessarily mean that having contact is a good solution.Some questions... Was the parent harmful to the child? Is the parent likely to be harmful to the child? How likely is it to be a positive experience? Do you have any contact with the parent? You may want to speak with the parent first to determine whether they are in a stable enough place to allow this to happen. I would start by asking the child more about what is on his mind. What does he want to get out of a visit with the parent? Is it to see them and know the parent is okay, to get an apology, to apologize for a perceived hurt, to have regular contact, to find out if they are loved...? What does he hope mom or dad might do or say in the visit? There are many possible goals this child might have in mind. This will give you a sense of what's missing for the child; what need are they trying to fill. Once you know the need, try to determine the likelihood of that need being met successfully through contact.Once you determine the risk of the child's need not being met, then you decide whether it makes sense. The older the child, the more able they are to determine this with you or for themselves.There are other options than a face-to-face. He can write to his mom or dad, text or email.It's likely that the child is looking for a sense that he is loved, wanted, worth some effort. When a child is separated from a parent, they tend to blame themselves. Whether he sees the parent or not, he will need extra love, attention and support than a child who has two loving, present parents. I wish him the best and I'm grateful for the love and support you continue to give your grandson. You're very special!"
849,My son plays alone at recess.,Parenting,"It can be tricky to figure out if a child is truly satisfied with his lack of friendships. Parents can usually tell when their child is happy. But kids who are unhappy may be masking disappointment, perhaps acting out their feelings in an aggressive manner. Others may internalize symptoms, appearing sad or withdrawn.A parent may learn a great deal by asking the teachers questions such as whether the child works with others on group projects or if he eats lunch alone. A parent can also talk with the recess supervisor about what happens on the playground, and whether your child stays on the sidelines of play, unsure of how to join the group.Therespectfully is a difference between kids who are shy but happy and kids who feel isolated because they do not know how to make friends. Itis not necessarily that there is something wrong with that child, but they will in fact need help and suggestions for breaking into a peer groupAsk a child if there is someone he would like to have over to play. If a mom or dad can make the play dates happen, or if they hit on an activity the child truly enjoys, the young person may begin to forge friendships on their own.I encourage well-meaning parents to choose words carefully. Use phrases like, ""Hey, I noticed something,"" or ""Let me help you be successful."" By showing respect, parents should feel more comfortable nudging their children beyond their comfort zone.When to seek professional help.When does isolation raise a red flag for long-term issues? True personality disorders are not typically diagnosed until adulthood. Still, professional counseling should be considered if the anti-social behavior is causing the child significant distress, perhaps keeping him from functioning in everyday activities. Also, parents should pay attention to how the child's social behavior changes over time such as social anxiety.The vast majority of children who define ""quality time"" as time alone are perfectly happy, healthy and normal. If the child is able to nurture at least one friendship, exhibiting what experts call ""social reciprocity,"" then parents can relax, and can cherish that child who enjoys the pleasure of his or her own company."
854,How should we punish our son for peeing his pants because of laziness?,Parenting,"From a behavioral standpoint you should refrain from punishing your son. Instead of utilizing punishment when he wets himself provide contingencies prior to any accidents. Sit down with your son and discuss the importance of utilizing the bathroom and responsibilities and inform him that if he chooses to wet his pants that his video games will not be available for use for him the next day(or your designated realistic time frame).This way if an accident occurs, no heated words have to be exchanged because you have already laid the ground work. Also allow him to clean up himself. Gather cleaning supplies and and oversee cleaning operations without ridicule or negative feedback. Since you have stated that you have an adolescent who is experiencing enuresis, you may want to check with your PCP and a licensed professional for underlying diagnosis that can be treated.  You can also call a local behavioral analyst."
856,How do I kick my stepdaughter out of our house because she isn't honoring boundaries set for her?,Parenting,"Well, first let's identify what factors are involved in the situation about which you wrote.Are you the only decision maker regarding your stepdaughter living with you?Is her dad, and your partner, living under the same roof?Would you feel any obligation to consult with your husband about his opinion and his way of handling the situation?Have you talked with your stepdaughter about your observation and your reaction to the fact of her not honoring your boundaries?Consider too that there will be an effect on the toddler, your grandchild, if you kick out your daughter.Is your daughter financially ready to live on her own and support herself and her child?You certainly have the right to define the terms of what goes on under your roof.It is only fair to everyone that as many variables as possible, be considered.The conclusion may be that it is in everyone's best interest for your stepdaughter to move out.If everyone feels respected and a well thought out plan is developed, then the least amount of hurt and stress, and the most amount of happiness, will be possible from this change."
860,My toddler wants her daddy to die when she's mad at him,Parenting,"Children often have a difficult time expressing emotions accurately. It is also very likely that your daughter does not understand the permanence of death. Having said that, she is using some very specific ideas here and I would recommend contacting a local mental health professional with some experience working with children.I would also wonder where she is getting this idea. Sometimes children hear things on TV or from an adult and we are not even aware of how much they are remembering.It may be helpful to teach her things that she can do when she is angry, like say that she is mad because she cannot have the toy that she is asking for.I'm curious as to how long it is that she stays mad like this and whether she talks to her dad after she is no longer angry. Does she say the same sorts of things about you?It may also be helpful for you to work with a mental health professional (possibly the same one who is working with your daughter) so that you can have some support with this as well."
861,My daughter won't stop stealing and lying.,Parenting,"I would be curious about there potentially being some emotional or physical trauma in your daughter's history that she is struggling with. Physical trauma is usually easier to identify, but emotional trauma can be feeling a lack of emotional connection in her important relationships, having experienced bullying, or some other emotional injury. The fact that there are some defiance symptoms going on suggests that she might be in need of a safe place to process what she's going through, and the potential issue with control or meeting emotional needs with food is also concerning. I would recommend looking for a therapistcounselor who works with childrenadolescents in the area of addressing trauma for an assessment. They may be able to ask the right questions to see whether trauma is truly the issue."
863,How can I help my son succeed in life when he refuses it?,Parenting,"I admire your efforts. You can continue to offer assistance for your son, but it is ultimately up to him to decide what to do with the information or ideas that you are giving to him.One thing you might try is to ask questions in a way that enables you to learn more about what he is experiencing. For example, if he is willing to talk to you about what he does on a daily basis andor what he would like to be doing, you may be able to get a sense of what he finds difficult and find some resources to help.I might ask things like this (just as examples):Can we talk for a few minutes about some things that I would like to learn more about?I'm just looking to learn more about what has been happening for you recently and I'm not trying to make you do anything.I know you said you quit your job because you didn't like it. Could you tell me more about what you liked and what you didn't like?Do you see yourself doing the same kind of job in the future?What is it that makes you happy or what is it that you look forward to doing?Can you think of anything that I can do to be of support to you?If he is interested, you may be able to connect him with an area community college to learn more about possible job opportunities.With the way that I wrote the questions above, it probably sounds like it's relatively easy. In reality, it may not be an easy conversation and your son may choose not to discuss it with you. If that's the case, I'd remind yourself that you are trying to do everything you can."
865,Is it normal to dislike one child?,Parenting,"This is your experience, your feeling and you are wondering if it is normal, which means is this common or the rule.This question about how you feel about your third child leads me to believe you are dis- turbed [etymology: agitated or stirred up]. Feelings are messages from our soul or spirit that something is not right. So, though it might be normal [common, the rule] to look forward to a one year olds nap time when you have a three year old a nine year old, the dis- turbance or stirring up in you,is important and requires your attention, your listening, if you will to your higher self.  "
868,How can I deal with my daughter's rebellious behavior?,Parenting,"You're her mom and she needs you. I would suggest focusing on connection. Since you are not currently living together, one way to do this would be to plan a date in which she gets to decide what you do together. Give her time to think about what she wants to do. As long as the activity is safe and affordable, try to do it, even if it's not your thing. While you are with her, turn off the phone and give her your undivided attention. The goal would be just for you to enjoy each other and connect. "
